alpha,model,n_m,W_synth,W_truth,W_L,W_U,W_width,covered,Elo_width,abs_bias
0.95,gemini-3-flash-thinking-minimal,9583,0.4962014327654054,0.5005739330063654,0.4961043676083472,0.4962984979224636,0.00019413031411641413,False,0.13490334654306102,0.004372500240960031
0.05,gemini-3.1-flash-lite-preview,9540,0.47014089369180484,0.4624213836477987,0.46706407119828425,0.47321771618532543,0.006153644987041185,False,4.291349531013863,0.007719510044006117
0.1,gemini-3.1-flash-lite-preview,9540,0.47014089369180484,0.4624213836477987,0.4675587428574665,0.47272304452614317,0.005164301668676652,False,3.6014003710003664,0.007719510044006117
0.15,gemini-3.1-flash-lite-preview,9540,0.47014089369180484,0.4624213836477987,0.4678810650190072,0.47240072236460245,0.004519657345595229,False,3.1518416633816404,0.007719510044006117
0.2,gemini-3.1-flash-lite-preview,9540,0.47014089369180484,0.4624213836477987,0.46812906759980677,0.4721527197838029,0.00402365218399614,False,2.8059419968542825,0.007719510044006117
0.5,gemini-3.1-flash-lite-preview,9540,0.47014089369180484,0.4624213836477987,0.46908205523792407,0.4711997321456856,0.0021176769077615454,False,1.4767814659012923,0.007719510044006117
0.8,gemini-3.1-flash-lite-preview,9540,0.47014089369180484,0.4624213836477987,0.46974318022781003,0.47053860715579965,0.0007954269279896176,False,0.5546975580356843,0.007719510044006117
0.95,gemini-3.1-flash-lite-preview,9540,0.47014089369180484,0.4624213836477987,0.4700424543192481,0.47023933306436155,0.00019687874511342685,False,0.13729499629889697,0.007719510044006117
0.05,gemini-3.1-pro-preview,12324,0.5606806654561999,0.5633317104836092,0.5580646601017271,0.5632966708106727,0.005232010708945634,False,3.689956889465972,0.0026510450274093156
0.1,gemini-3.1-pro-preview,12324,0.5606806654561999,0.5633317104836092,0.5584852445559332,0.5628760863564666,0.004390841800533396,False,3.096700452414888,0.0026510450274093156
0.15,gemini-3.1-pro-preview,12324,0.5606806654561999,0.5633317104836092,0.5587592923770967,0.5626020385353031,0.003842746158206456,False,2.7101442166344136,0.0026510450274093156
0.2,gemini-3.1-pro-preview,12324,0.5606806654561999,0.5633317104836092,0.5589701514957689,0.5623911794166309,0.003421027920861963,False,2.412719568185985,0.0026510450274093156
0.5,gemini-3.1-pro-preview,12324,0.5606806654561999,0.5633317104836092,0.5597804097311111,0.5615809211812887,0.0018005114501775665,False,1.2698277036854193,0.0026510450274093156
0.8,gemini-3.1-pro-preview,12324,0.5606806654561999,0.5633317104836092,0.560342517723093,0.5610188131893068,0.0006762954662138387,False,0.47696328808133365,0.0026510450274093156
0.95,gemini-3.1-pro-preview,12324,0.5606806654561999,0.5633317104836092,0.5605969693943563,0.5607643615180434,0.00016739212368710454,False,0.11805473999232917,0.0026510450274093156
0.05,gpt-5.2,9305,0.45364780610443967,0.4514239656098872,0.4506022039956913,0.45669340821318805,0.0060912042174967596,True,4.269348059870987,0.002223840494552487
0.1,gpt-5.2,9305,0.45364780610443967,0.4514239656098872,0.45109185624294185,0.4562037559659375,0.005111899722995639,True,3.58293616265575,0.002223840494552487
0.15,gpt-5.2,9305,0.45364780610443967,0.4514239656098872,0.45141090781544957,0.45588470439342976,0.004473796577980194,True,3.1356822909569884,0.002223840494552487
0.2,gpt-5.2,9305,0.45364780610443967,0.4514239656098872,0.4516563939247876,0.4556392182840917,0.003982824359304082,False,2.7915560206349417,0.002223840494552487
0.5,gpt-5.2,9305,0.45364780610443967,0.4514239656098872,0.4525997116385567,0.4546959005703226,0.0020961889317658855,False,1.4692100273353337,0.002223840494552487
0.8,gpt-5.2,9305,0.45364780610443967,0.4514239656098872,0.4532541282217633,0.454041483987116,0.0007873557653527152,False,0.5518536278944152,0.002223840494552487
0.95,gpt-5.2,9305,0.45364780610443967,0.4514239656098872,0.4535503655919389,0.45374524661694043,0.00019488102500153648,False,0.13659108577696696,0.002223840494552487
0.05,gpt-5.2-high,5730,0.4616304644906877,0.46239092495636996,0.4577624425743189,0.46549848640705643,0.007736043832737516,True,5.407508464136348,0.0007604604656822889
0.1,gpt-5.2-high,5730,0.4616304644906877,0.46239092495636996,0.4583843181694021,0.46487661081197323,0.006492292642571118,True,4.538096591999481,0.0007604604656822889
0.15,gpt-5.2-high,5730,0.4616304644906877,0.46239092495636996,0.458789524900566,0.46447140408080934,0.005681879180243321,True,3.9716061240956377,0.0007604604656822889
0.2,gpt-5.2-high,5730,0.4616304644906877,0.46239092495636996,0.4591013009032014,0.46415962807817396,0.0050583271749725656,True,3.5357381537552706,0.0007604604656822889
0.5,gpt-5.2-high,5730,0.4616304644906877,0.46239092495636996,0.46029934761471264,0.4629615813666627,0.0026622337519500716,True,1.8608724491893245,0.0007604604656822889
0.8,gpt-5.2-high,5730,0.4616304644906877,0.46239092495636996,0.4611304797179533,0.46213044926342206,0.0009999695454687707,False,0.6989663802109137,0.0007604604656822889
0.95,gpt-5.2-high,5730,0.4616304644906877,0.46239092495636996,0.46150671160884776,0.4617542173725276,0.0002475057636798228,False,0.17300342071780406,0.0007604604656822889
0.05,gpt-5.3-chat-latest,6010,0.4243787492942491,0.4247920133111481,0.42043568138514487,0.4283218172033534,0.007886135818208517,True,5.608260584523153,0.000413264016898951
0.1,gpt-5.3-chat-latest,6010,0.4243787492942491,0.4247920133111481,0.4210696223905075,0.42768787619799076,0.006618253807483265,True,4.706568356649919,0.000413264016898951
0.15,gpt-5.3-chat-latest,6010,0.4243787492942491,0.4247920133111481,0.42148269079930945,0.4272748077891888,0.005792116989879359,True,4.119045756825324,0.000413264016898951
0.2,gpt-5.3-chat-latest,6010,0.4243787492942491,0.4247920133111481,0.4218005157696433,0.42695698281885497,0.005156467049211688,True,3.6669957818524677,0.000413264016898951
0.5,gpt-5.3-chat-latest,6010,0.4243787492942491,0.4247920133111481,0.4230218065595886,0.42573569202890965,0.0027138854693210535,True,1.9299522516438463,0.000413264016898951
0.8,gpt-5.3-chat-latest,6010,0.4243787492942491,0.4247920133111481,0.42386906399384616,0.4248884345946521,0.0010193706008059245,True,0.7249134001207486,0.000413264016898951
0.95,gpt-5.3-chat-latest,6010,0.4243787492942491,0.4247920133111481,0.4242525954027789,0.4245049031857194,0.0002523077829404974,False,0.17942564372711617,0.000413264016898951
0.05,gpt-5.4-high-no-system-prompt,9356,0.5303683768242304,0.5459063702436939,0.527322909784589,0.5334138438638719,0.006090934079282961,False,4.248138995753741,0.015537993419463492
0.1,gpt-5.4-high-no-system-prompt,9356,0.5303683768242304,0.5459063702436939,0.5278125403163004,0.5329242133321604,0.005111673015860019,False,3.565137351039157,0.015537993419463492
0.15,gpt-5.4-high-no-system-prompt,9356,0.5303683768242304,0.5459063702436939,0.5281315777392215,0.5326051759092394,0.004473598170017912,False,3.120105444983122,0.015537993419463492
0.2,gpt-5.4-high-no-system-prompt,9356,0.5303683768242304,0.5459063702436939,0.5283770529615203,0.5323597006869406,0.003982647725420341,False,2.77768875643294,0.015537993419463492
0.5,gpt-5.4-high-no-system-prompt,9356,0.5303683768242304,0.5459063702436939,0.5293203288401853,0.5314164248082756,0.002096095968090239,False,1.4619117568270898,0.015537993419463492
0.8,gpt-5.4-high-no-system-prompt,9356,0.5303683768242304,0.5459063702436939,0.5299747164007356,0.5307620372477253,0.0007873208469897364,False,0.5491123237645767,0.015537993419463492
0.95,gpt-5.4-high-no-system-prompt,9356,0.5303683768242304,0.5459063702436939,0.5302709406331093,0.5304658130153516,0.00019487238224225045,False,0.1359125773420256,0.015537993419463492
0.05,gpt-5.4-mini-high,9528,0.46164075619327083,0.46615239294710326,0.45857548355212413,0.46470602883441753,0.006130545282293398,False,4.285215743193395,0.0045116367538324265
0.1,gpt-5.4-mini-high,9528,0.46164075619327083,0.46615239294710326,0.45906829830059764,0.464213214085944,0.005144915785346371,False,3.5962526987733816,0.0045116367538324265
0.15,gpt-5.4-mini-high,9528,0.46164075619327083,0.46615239294710326,0.45938941052123655,0.4638921018653051,0.0045026913440685545,False,3.1473365424916344,0.0045116367538324265
0.2,gpt-5.4-mini-high,9528,0.46164075619327083,0.46615239294710326,0.45963648214381453,0.46364503024272713,0.004008548098912601,False,2.801931275454437,0.0045116367538324265
0.5,gpt-5.4-mini-high,9528,0.46164075619327083,0.46615239294710326,0.460585892433366,0.46269561995317565,0.0021097275198096455,False,1.474670579463656,0.0045116367538324265
0.8,gpt-5.4-mini-high,9528,0.46164075619327083,0.46615239294710326,0.4612445356759136,0.46203697671062804,0.0007924410347144306,False,0.5539046798308505,0.0045116367538324265
0.95,gpt-5.4-mini-high,9528,0.46164075619327083,0.46615239294710326,0.46154268634486545,0.4617388260416762,0.00019613969681075982,False,0.13709874832549465,0.0045116367538324265
0.05,gpt-5.4-nano-high,9524,0.4059724582903465,0.4116967660646787,0.40290833554828404,0.409036581032409,0.006128245484124939,False,4.414522822883604,0.0057243077743321935
0.1,gpt-5.4-nano-high,9524,0.4059724582903465,0.4116967660646787,0.4034009654234056,0.4085439511572874,0.005142985733881833,False,3.704768037631596,0.0057243077743321935
0.15,gpt-5.4-nano-high,9524,0.4059724582903465,0.4116967660646787,0.40372195718277015,0.40822295939792286,0.004501002215152705,False,3.242304975936776,0.0057243077743321935
0.2,gpt-5.4-nano-high,9524,0.4059724582903465,0.4116967660646787,0.4039689361194876,0.4079759804612054,0.004007044341717836,False,2.886476733890436,0.0057243077743321935
0.5,gpt-5.4-nano-high,9524,0.4059724582903465,0.4116967660646787,0.40491799024952235,0.40702692633117066,0.002108936081648305,False,1.5191663513578144,0.0057243077743321935
0.8,gpt-5.4-nano-high,9524,0.4059724582903465,0.4116967660646787,0.4055763864102113,0.4063685301704817,0.0007921437602703696,False,0.570617732325513,0.0057243077743321935
0.95,gpt-5.4-nano-high,9524,0.4059724582903465,0.4116967660646787,0.4058744252316307,0.4060704913490623,0.00019606611743161473,False,0.1412354459047262,0.0057243077743321935
0.05,gpt-5.4-no-system-prompt,9771,0.5166256324308822,0.525892948521134,0.5135326125969601,0.5197186522648043,0.006186039667844145,False,4.3033137077240475,0.009267316090251776
0.1,gpt-5.4-no-system-prompt,9771,0.5166256324308822,0.525892948521134,0.514029888359976,0.5192213765017885,0.0051914881418124725,False,3.6114410106260513,0.009267316090251776
0.15,gpt-5.4-no-system-prompt,9771,0.5166256324308822,0.525892948521134,0.5143539073245597,0.5188973575372048,0.004543450212645128,False,3.160628953185813,0.009267316090251776
0.2,gpt-5.4-no-system-prompt,9771,0.5166256324308822,0.525892948521134,0.5146032154672595,0.5186480493945049,0.004044833927245417,False,2.813764930424297,0.009267316090251776
0.5,gpt-5.4-no-system-prompt,9771,0.5166256324308822,0.525892948521134,0.5155612199255559,0.5176900449362085,0.0021288250106525908,False,1.4808987257660808,0.009267316090251776
0.8,gpt-5.4-no-system-prompt,9771,0.5166256324308822,0.525892948521134,0.516225825280829,0.5170254395809354,0.0007996143001063327,False,0.556244053530151,0.009267316090251776
0.95,gpt-5.4-no-system-prompt,9771,0.5166256324308822,0.525892948521134,0.5165266748431767,0.5167245900185877,0.000197915175411012,False,0.1376777744763824,0.009267316090251776
0.05,gpt-5.5-high-text,11296,0.5340168940102845,0.5524964589235127,0.5313414482433806,0.5366923397771884,0.0053508915338078555,False,3.7355067340880774,0.01847956491322822
0.1,gpt-5.5-high-text,11296,0.5340168940102845,0.5524964589235127,0.5317715891434011,0.536262198877168,0.004490609733766915,False,3.1349270206755495,0.01847956491322822
0.15,gpt-5.5-high-text,11296,0.5340168940102845,0.5524964589235127,0.532051863830839,0.53598192418973,0.0039300603588909855,False,2.7435990443859004,0.01847956491322822
0.2,gpt-5.5-high-text,11296,0.5340168940102845,0.5524964589235127,0.5322675140532288,0.5357662739673402,0.0034987599141114156,False,2.442502910593754,0.01847956491322822
0.5,gpt-5.5-high-text,11296,0.5340168940102845,0.5524964589235127,0.5330961828333362,0.5349376051872329,0.0018414223538967267,False,1.2855028612482784,0.01847956491322822
0.8,gpt-5.5-high-text,11296,0.5340168940102845,0.5524964589235127,0.5336710629440055,0.5343627250765636,0.0006916621325581129,False,0.48285107716378933,0.01847956491322822
0.95,gpt-5.5-high-text,11296,0.5340168940102845,0.5524964589235127,0.5339312962212803,0.5341024917992887,0.00017119557800837626,False,0.11951204597298849,0.01847956491322822
0.05,gpt-5.5-instant,20324,0.4626249548742047,0.47680082660893525,0.46051860216959034,0.46473130757881903,0.00421270540922869,False,2.9437537946550414,0.01417587173473056
0.1,gpt-5.5-instant,20324,0.4626249548742047,0.47680082660893525,0.4608572479606325,0.4643926617877769,0.0035354138271443958,False,2.470471618415903,0.01417587173473056
0.15,gpt-5.5-instant,20324,0.4626249548742047,0.47680082660893525,0.4610779055247748,0.4641720042236346,0.003094098698859793,False,2.1620878711259657,0.01417587173473056
0.2,gpt-5.5-instant,20324,0.4626249548742047,0.47680082660893525,0.4612476848695107,0.4640022248788987,0.002754540009388018,False,1.9248104442303569,0.01417587173473056
0.5,gpt-5.5-instant,20324,0.4626249548742047,0.47680082660893525,0.4619000878252351,0.46334982192317425,0.001449734097939137,False,1.0130395917046886,0.01417587173473056
0.8,gpt-5.5-instant,20324,0.4626249548742047,0.47680082660893525,0.46235268540389524,0.46289722434451414,0.0005445389406188994,False,0.38051058159354056,0.01417587173473056
0.95,gpt-5.5-instant,20324,0.4626249548742047,0.47680082660893525,0.46255756455868857,0.4626923451897208,0.00013478063103222748,False,0.0941814213515804,0.01417587173473056
0.05,gpt-5.5-text,11577,0.5324958065198725,0.540727304137514,0.529752816452546,0.535238796587199,0.005485980134652957,False,3.828258716902124,0.008231497617641526
0.1,gpt-5.5-text,11577,0.5324958065198725,0.540727304137514,0.5301938166891805,0.5347977963505645,0.004603979661383928,False,3.212766258781791,0.008231497617641526
0.15,gpt-5.5-text,11577,0.5324958065198725,0.540727304137514,0.5304811671910205,0.5345104458487245,0.004029278657704083,False,2.811721511726765,0.008231497617641526
0.2,gpt-5.5-text,11577,0.5324958065198725,0.540727304137514,0.5307022617186498,0.5342893513210952,0.00358708960244547,False,2.503149147210012,0.008231497617641526
0.5,gpt-5.5-text,11577,0.5324958065198725,0.540727304137514,0.531551851069724,0.533439761970021,0.0018879109002969408,False,1.3174211177890982,0.008231497617641526
0.8,gpt-5.5-text,11577,0.5324958065198725,0.540727304137514,0.5321412446029348,0.5328503684368102,0.0007091238338754469,False,0.4948399525207923,0.008231497617641526
0.95,gpt-5.5-text,11577,0.5324958065198725,0.540727304137514,0.5324080477291963,0.5325835653105487,0.00017551758135248008,False,0.12247945072047552,0.008231497617641526
0.05,gpt-5.5-xhigh,4590,0.5303328390096098,0.5409586056644881,0.5260500680967969,0.5346156099224227,0.008565541825625855,False,5.97408290764096,0.010625766654878244
0.1,gpt-5.5-xhigh,4590,0.5303328390096098,0.5409586056644881,0.5267386243582647,0.5339270536609549,0.007188429302690258,False,5.013571491005313,0.010625766654878244
0.15,gpt-5.5-xhigh,4590,0.5303328390096098,0.5409586056644881,0.5271872794174723,0.5334783986017473,0.00629111918427494,False,4.3877243461327105,0.010625766654878244
0.2,gpt-5.5-xhigh,4590,0.5303328390096098,0.5409586056644881,0.5275324856299163,0.5331331923893033,0.005600706759387064,False,3.906187147627136,0.010625766654878244
0.5,gpt-5.5-xhigh,4590,0.5303328390096098,0.5409586056644881,0.5288589930073793,0.5318066850118404,0.0029476920044611,False,2.055838389702966,0.010625766654878244
0.8,gpt-5.5-xhigh,4590,0.5303328390096098,0.5409586056644881,0.529779243324835,0.5308864346943847,0.0011071913695497315,False,0.7721976215485779,0.010625766654878244
0.95,gpt-5.5-xhigh,4590,0.5303328390096098,0.5409586056644881,0.53019581671393,0.5304698613052896,0.00027404459135960124,False,0.19112910810921283,0.010625766654878244
0.05,gpt-5.5-xhigh-text,6319,0.5301563270416132,0.5451811995568919,0.5265304954108903,0.5337821586723361,0.007251663261445884,False,5.057458784236687,0.015024872515278731
0.1,gpt-5.5-xhigh-text,6319,0.5301563270416132,0.5451811995568919,0.52711343321522,0.5331992208680064,0.006085787652786445,False,4.2443308042856795,0.015024872515278731
0.15,gpt-5.5-xhigh-text,6319,0.5301563270416132,0.5451811995568919,0.5274932685456815,0.5328193855375449,0.005326116991863472,False,3.714512760268318,0.015024872515278731
0.2,gpt-5.5-xhigh-text,6319,0.5301563270416132,0.5451811995568919,0.5277855231700082,0.5325271309132182,0.004741607743210086,False,3.3068607601918774,0.015024872515278731
0.5,gpt-5.5-xhigh-text,6319,0.5301563270416132,0.5451811995568919,0.5289085560161506,0.5314040980670758,0.0024955420509251702,False,1.7404148543750262,0.015024872515278731
0.8,gpt-5.5-xhigh-text,6319,0.5301563270416132,0.5451811995568919,0.5296876480519238,0.5306250060313026,0.0009373579793787723,False,0.6537212179981045,0.015024872515278731
0.95,gpt-5.5-xhigh-text,6319,0.5301563270416132,0.5451811995568919,0.5300403227574934,0.530272331325733,0.0002320085682396833,False,0.16180465167991778,0.015024872515278731
0.05,grok-4-1-fast-non-reasoning,2865,0.4463055318263676,0.4408376963350785,0.44045381253028754,0.4521572511224477,0.011703438592160165,True,8.227659805370568,0.005467835491289097
0.1,grok-4-1-fast-non-reasoning,2865,0.4463055318263676,0.4408376963350785,0.44139461418503245,0.4512164494677028,0.009821835282670333,False,6.9047710529405935,0.005467835491289097
0.15,grok-4-1-fast-non-reasoning,2865,0.4463055318263676,0.4408376963350785,0.44200762933823495,0.4506034343145003,0.008595804976265331,False,6.0428209793074545,0.005467835491289097
0.2,grok-4-1-fast-non-reasoning,2865,0.4463055318263676,0.4408376963350785,0.44247929824035664,0.4501317654123786,0.007652467172021948,False,5.37962868045849,0.005467835491289097
0.5,grok-4-1-fast-non-reasoning,2865,0.4463055318263676,0.4408376963350785,0.4442917577379846,0.4483193059147506,0.004027548176765983,False,2.8312947184095845,0.005467835491289097
0.8,grok-4-1-fast-non-reasoning,2865,0.4463055318263676,0.4408376963350785,0.4455491321457002,0.44706193150703505,0.00151279936133486,False,1.0634658086002051,0.005467835491289097
0.95,grok-4-1-fast-non-reasoning,2865,0.4463055318263676,0.4408376963350785,0.44611831284409054,0.4464927508086447,0.000374437964554164,False,0.26322173380843006,0.005467835491289097
0.05,grok-4.1,4413,0.48047467993644266,0.4966009517335146,0.4760052337972213,0.484944126075664,0.00893889227844269,False,6.221032034253954,0.016126271797071934
0.1,grok-4.1,4413,0.48047467993644266,0.4966009517335146,0.476723802496576,0.48422555737630935,0.007501754879733369,False,5.220813226203055,0.016126271797071934
0.15,grok-4.1,4413,0.48047467993644266,0.4966009517335146,0.47719201330285993,0.4837573465700254,0.006565333267165463,False,4.56909451770928,0.016126271797071934
0.2,grok-4.1,4413,0.48047467993644266,0.4966009517335146,0.47755226618699786,0.48339709368588746,0.005844827498889593,False,4.0676517074519944,0.016126271797071934
0.5,grok-4.1,4413,0.48047467993644266,0.4966009517335146,0.478936592689056,0.48201276718382935,0.003076174494773376,False,2.140816410860266,0.016126271797071934
0.8,grok-4.1,4413,0.48047467993644266,0.4966009517335146,0.47989695440631824,0.4810524054665671,0.0011554510602488355,False,0.8041162304077925,0.016126271797071934
0.95,grok-4.1,4413,0.48047467993644266,0.4966009517335146,0.48033168518307373,0.4806176746898116,0.0002859895067378604,False,0.19902937926130315,0.016126271797071934
0.05,grok-4.1-thinking,6054,0.4740592725246683,0.48752890650809383,0.470055782757387,0.47806276229194955,0.00800697953456253,False,5.578956556221624,0.013469633983425544
0.1,grok-4.1-thinking,6054,0.4740592725246683,0.48752890650809383,0.47069943799907565,0.4774191070502609,0.006719669051185262,False,4.681977945767682,0.013469633983425544
0.15,grok-4.1-thinking,6054,0.4740592725246683,0.48752890650809383,0.47111883608857025,0.4769997089607663,0.005880872872196075,False,4.097526017906811,0.013469633983425544
0.2,grok-4.1-thinking,6054,0.4740592725246683,0.48752890650809383,0.4714415312705579,0.4766770137787787,0.005235482508220812,False,3.6478383841704214,0.013469633983425544
0.5,grok-4.1-thinking,6054,0.4740592725246683,0.48752890650809383,0.4726815365895461,0.4754370084597905,0.002755471870244386,False,1.9198705641837062,0.013469633983425544
0.8,grok-4.1-thinking,6054,0.4740592725246683,0.48752890650809383,0.4735417770283352,0.47457676802100135,0.0010349909926661294,False,0.7211267095794124,0.013469633983425544
0.95,grok-4.1-thinking,6054,0.4740592725246683,0.48752890650809383,0.4739311855058174,0.47418735954351915,0.00025617403770172853,False,0.17848839210909576,0.013469633983425544
0.05,grok-4.20-beta-0309-reasoning,9559,0.5209632967352448,0.5229626529971755,0.517990560776983,0.5239360326935065,0.005945471916523504,True,4.138661243494446,0.001999356261930707
0.1,grok-4.20-beta-0309-reasoning,9559,0.5209632967352448,0.5229626529971755,0.5184684980749197,0.5234580953955699,0.004989597320650185,True,3.4732617958789884,0.001999356261930707
0.15,grok-4.20-beta-0309-reasoning,9559,0.5209632967352448,0.5229626529971755,0.5187799163259805,0.523146677144509,0.004366760818528492,True,3.0396989628876554,0.001999356261930707
0.2,grok-4.20-beta-0309-reasoning,9559,0.5209632967352448,0.5229626529971755,0.5190195291704774,0.5229070643000121,0.0038875351295346583,False,2.706106716993654,0.001999356261930707
0.5,grok-4.20-beta-0309-reasoning,9559,0.5209632967352448,0.5229626529971755,0.5199402779707661,0.5219863154997234,0.0020460375289572674,False,1.424238076743388,0.001999356261930707
0.8,grok-4.20-beta-0309-reasoning,9559,0.5209632967352448,0.5229626529971755,0.5205790376114272,0.5213475558590623,0.0007685182476351304,False,0.5349616573586629,0.001999356261930707
0.95,grok-4.20-beta-0309-reasoning,9559,0.5209632967352448,0.5229626529971755,0.520868187490846,0.5210584059796436,0.00019021848879763326,False,0.1324101013454483,0.001999356261930707
0.05,grok-4.20-multi-agent-beta-0309,9228,0.5196787874394969,0.5144668400520156,0.516691239009752,0.5226663358692418,0.005975096859489826,False,4.158413807798258,0.005211947387481319
0.1,grok-4.20-multi-agent-beta-0309,9228,0.5196787874394969,0.5144668400520156,0.5171715577612371,0.5221860171177567,0.005014459356519563,False,3.489838502479026,0.005211947387481319
0.15,grok-4.20-multi-agent-beta-0309,9228,0.5196787874394969,0.5144668400520156,0.5174845277390668,0.521873047139927,0.004388519400860158,False,3.05420636687751,0.005211947387481319
0.2,grok-4.20-multi-agent-beta-0309,9228,0.5196787874394969,0.5144668400520156,0.5177253345202187,0.5216322403587751,0.0039069058385563515,False,2.7190219712955987,0.005211947387481319
0.5,grok-4.20-multi-agent-beta-0309,9228,0.5196787874394969,0.5144668400520156,0.5186506712037028,0.520706903675291,0.0020562324715882596,False,1.4310353954301565,0.005211947387481319
0.8,grok-4.20-multi-agent-beta-0309,9228,0.5196787874394969,0.5144668400520156,0.5192926136393026,0.5200649612396913,0.0007723476003886898,False,0.5375148095706626,0.005211947387481319
0.95,grok-4.20-multi-agent-beta-0309,9228,0.5196787874394969,0.5144668400520156,0.5195832042872266,0.5197743705917672,0.00019116630454063532,False,0.13304204013933663,0.005211947387481319
0.05,grok-4.3-text,11514,0.4638242122464618,0.4601354872329338,0.46103731899360184,0.4666111054993218,0.005573786505719935,False,3.893486153725059,0.003688725013528016
0.1,grok-4.3-text,11514,0.4638242122464618,0.4601354872329338,0.46148537770100506,0.46616304679191856,0.004677669090913494,False,3.267506312640757,0.003688725013528016
0.15,grok-4.3-text,11514,0.4638242122464618,0.4601354872329338,0.46177732741833094,0.4658710970745927,0.0040937696562617365,False,2.859628266596002,0.003688725013528016
0.2,grok-4.3-text,11514,0.4638242122464618,0.4601354872329338,0.46200196069521887,0.46564646379770475,0.0036445031024858743,False,2.545798266131452,0.003688725013528016
0.5,grok-4.3-text,11514,0.4638242122464618,0.4601354872329338,0.46286514822856567,0.46478327626435795,0.001918128035792277,False,1.3398674238941752,0.003688725013528016
0.8,grok-4.3-text,11514,0.4638242122464618,0.4601354872329338,0.4634639753554118,0.46418444913751183,0.0007204737821000506,False,0.5032710479469099,0.003688725013528016
0.95,grok-4.3-text,11514,0.4638242122464618,0.4601354872329338,0.46373504882420663,0.463913375668717,0.00017832684451035696,False,0.12456625790004956,0.003688725013528016
0.05,model-63,4687,0.5756819039051089,0.5801152122893108,0.5716589212920697,0.579704886518148,0.008045965226078255,False,5.722144406332748,0.004433308384201973
0.1,model-63,4687,0.5756819039051089,0.5801152122893108,0.5723057104676703,0.5790580973425474,0.006752386874877114,False,4.802140661680351,0.004433308384201973
0.15,model-63,4687,0.5756819039051089,0.5801152122893108,0.5727271505911764,0.5786366572190413,0.0059095066278649355,False,4.202687075817159,0.004433308384201973
0.2,model-63,4687,0.5756819039051089,0.5801152122893108,0.5730514169642436,0.5783123908459742,0.005260973881730635,False,3.7414573771147386,0.004433308384201973
0.5,model-63,4687,0.5756819039051089,0.5801152122893108,0.5742974598239342,0.5770663479862835,0.0027688881623493256,False,1.9691410595455912,0.004433308384201973
0.8,model-63,4687,0.5756819039051089,0.5801152122893108,0.5751618887420658,0.576201919068152,0.0010400303260862387,False,0.7396331183881253,0.004433308384201973
0.95,model-63,4687,0.5756819039051089,0.5801152122893108,0.5755531932352317,0.5758106145749861,0.0002574213397543712,False,0.1830689657276831,0.004433308384201973
0.05,model-37,4582,0.5631377767043126,0.5629637712789175,0.5590752346156358,0.5672003187929895,0.008125084177353692,True,5.737508735032659,0.00017400542539514063
0.1,model-37,4582,0.5631377767043126,0.5629637712789175,0.5597283839083673,0.566547169500258,0.0068187855918906415,True,4.815035211930272,0.00017400542539514063
0.15,model-37,4582,0.5631377767043126,0.5629637712789175,0.5601539682084464,0.5661215852001789,0.005967616991732427,True,4.213972232679978,0.00017400542539514063
0.2,model-37,4582,0.5631377767043126,0.5629637712789175,0.5604814232126659,0.5657941301959594,0.005312706983293447,True,3.751504173679868,0.00017400542539514063
0.5,model-37,4582,0.5631377767043126,0.5629637712789175,0.5617397188725531,0.5645358345360721,0.0027961156635190054,True,1.9744289314571828,0.00017400542539514063
0.8,model-37,4582,0.5631377767043126,0.5629637712789175,0.5626126480398821,0.5636629053687432,0.001050257328861104,True,0.7416193328415105,0.00017400542539514063
0.95,model-37,4582,0.5631377767043126,0.5629637712789175,0.5630078003748245,0.5632677530338008,0.0002599526589763812,False,0.18356058103151976,0.00017400542539514063
0.05,model-15,4917,0.5666478181214547,0.5754525116941225,0.562660270217132,0.5706353660257774,0.007975095808645305,False,5.64203863687556,0.008804693572667777
0.1,model-15,4917,0.5666478181214547,0.5754525116941225,0.5633013624290013,0.5699942738139081,0.006692911384906797,False,4.734915676172893,0.008804693572667777
0.15,model-15,4917,0.5666478181214547,0.5754525116941225,0.5637190904787913,0.5695765457641181,0.005857455285326774,False,4.143854508866765,0.008804693572667777
0.2,model-15,4917,0.5666478181214547,0.5754525116941225,0.564040500691248,0.5692551355516614,0.005214634860413403,False,3.6890818887428853,0.008804693572667777
0.5,model-15,4917,0.5666478181214547,0.5754525116941225,0.5652755683193683,0.5680200679235411,0.0027444996041727787,False,1.9415762780155077,0.008804693572667777
0.8,model-15,4917,0.5666478181214547,0.5754525116941225,0.5661323832878843,0.5671632529550251,0.0010308696671408324,False,0.7292795291456001,0.008804693572667777
0.95,model-15,4917,0.5666478181214547,0.5754525116941225,0.5665202411440476,0.5667753950988618,0.0002551539548141246,False,0.1805063185033572,0.008804693572667777
0.05,kimi-k2-thinking-turbo,5346,0.4701406291332337,0.4647399925177703,0.46622132190898435,0.474059936357483,0.007838614448498649,False,5.466435869606138,0.005400636615463361
0.1,kimi-k2-thinking-turbo,5346,0.4701406291332337,0.4647399925177703,0.4668514428248146,0.47342981544165275,0.006578372616838135,False,4.587549313508463,0.005400636615463361
0.15,kimi-k2-thinking-turbo,5346,0.4701406291332337,0.4647399925177703,0.4672620221087748,0.47301923615769254,0.005757214048917714,False,4.014885460974367,0.005400636615463361
